employee_id,department,gender,job_level,performance_rating,engagement,salary_thousands,tenure_years,age_years,promotion_indicator,record_start_date,record_end_date,termination_indicator,termination_date
4583,Technology,Female,Individual Contributor,4,3,193,6,31,0,1/1/2018,12/31/2018,0,
4584,Account/Client Management,Female,Manager,5,2,330,21,37,0,1/1/2018,12/31/2018,0,
4585,Technology,Female,Manager,3,2,309,7,29,0,1/1/2018,10/19/2018,1,10/19/2018 0:00
4586,Account/Client Management,Male,Individual Contributor,3,2,184,18,45,0,1/1/2018,6/12/2018,1,6/12/2018 0:00
4587,Technology,Male,Manager,4,2,163,28,56,0,1/1/2018,12/31/2018,0,
4588,Account/Client Management,Female,Individual Contributor,3,1,174,11,28,0,1/1/2018,3/19/2018,1,3/19/2018 0:00
4589,Account/Client Management,Male,Individual Contributor,3,1,77,42,54,0,1/1/2018,12/31/2018,0,
4590,Account/Client Management,Female,Manager,4,2,153,9,22,0,1/1/2018,12/31/2018,0,
4591,Technology,Female,Manager,4,2,120,26,21,0,1/1/2018,12/31/2018,0,
4592,Technology,Male,Manager,4,4,328,9,35,0,1/1/2018,12/31/2018,0,
4593,Technology,Male,Manager,4,2,135,22,48,0,1/1/2018,12/31/2018,0,
4594,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,5,2,140,5,30,0,1/1/2018,12/17/2018,1,12/17/2018 0:00
4595,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,5,2,123,10,35,0,1/1/2018,12/31/2018,0,
4596,Account/Client Management,Female,Senior Leader,5,4,1379,4,28,0,1/1/2018,12/31/2018,0,
4597,Account/Client Management,Male,Manager,5,3,343,4,25,0,1/1/2018,12/31/2018,0,
4598,Technology,Male,Individual Contributor,2,4,117,2,27,0,1/1/2018,8/19/2018,1,8/19/2018 0:00
4599,Account/Client Management,Female,Individual Contributor,4,2,142,24,51,0,1/1/2018,5/21/2018,1,5/21/2018 0:00
4600,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,2,2,69,14,22,0,1/1/2018,12/31/2018,0,
4601,Account/Client Management,Male,Manager,2,5,345,6,27,0,1/1/2018,12/31/2018,0,
4602,Technology,Male,Executive,4,4,3104,12,38,0,1/1/2018,12/31/2018,0,
4603,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,5,1,139,7,22,0,1/1/2018,12/31/2018,0,
4604,Account/Client Management,Female,Senior Leader,5,4,604,6,33,0,1/1/2018,12/31/2018,0,
4605,Account/Client Management,Male,Individual Contributor,4,1,41,21,41,0,1/1/2018,12/31/2018,0,
4606,Technology,Male,Manager,4,2,395,8,23,0,1/1/2018,12/18/2018,1,12/18/2018 0:00
4607,Account/Client Management,Female,Senior Leader,3,3,683,5,27,0,1/1/2018,12/31/2018,0,
4608,Account/Client Management,Male,Senior Leader,4,4,942,9,33,0,1/1/2018,12/31/2018,0,
4609,Technology,Male,Individual Contributor,4,3,173,57,23,0,1/1/2018,12/31/2018,0,
4610,Technology,Male,Individual Contributor,4,5,177,11,34,0,1/1/2018,12/31/2018,0,
4611,Account/Client Management,Female,Senior Leader,5,4,881,42,56,0,1/1/2018,12/31/2018,0,
4612,Account/Client Management,Female,Individual Contributor,4,1,159,12,23,0,1/1/2018,12/31/2018,0,
4613,Technology,Male,Manager,4,1,276,1,23,0,1/1/2018,3/6/2018,1,3/6/2018 0:00
4614,Technology,Male,Senior Leader,4,3,847,18,47,0,1/1/2018,12/31/2018,0,
4615,Account/Client Management,Male,Individual Contributor,3,1,125,11,32,0,1/1/2018,12/31/2018,0,
4616,Technology,Male,Manager,4,1,413,28,33,0,1/1/2018,8/26/2018,1,8/26/2018 0:00
4617,Account/Client Management,Female,Individual Contributor,3,3,97,8,37,0,1/1/2018,12/31/2018,0,
4618,Technology,Female,Manager,4,3,114,2,27,0,1/1/2018,12/31/2018,0,
4619,Technology,Male,Manager,5,5,129,1,27,1,1/1/2018,12/31/2018,0,
4620,Technology,Male,Executive,4,4,7790,21,45,0,1/1/2018,12/31/2018,0,
4621,Technology,Female,Individual Contributor,3,3,87,1,26,0,1/1/2018,12/31/2018,0,
4622,"Corporate Admin (HR, Finance, etc)",Female,Manager,5,1,162,2,24,0,1/1/2018,8/5/2018,1,8/5/2018 0:00
4623,Technology,Male,Individual Contributor,3,2,177,9,38,0,1/1/2018,12/31/2018,0,
4624,Technology,Female,Individual Contributor,3,3,70,6,34,0,1/1/2018,12/31/2018,0,
4625,"Corporate Admin (HR, Finance, etc)",Male,Manager,3,4,330,9,31,0,1/1/2018,12/31/2018,0,
4626,Account/Client Management,Female,Manager,4,5,211,1,23,0,1/1/2018,12/31/2018,0,
4627,Technology,Male,Individual Contributor,1,3,59,53,25,0,1/1/2018,12/31/2018,0,
4628,Account/Client Management,Male,Individual Contributor,2,1,76,54,38,0,1/1/2018,5/17/2018,1,5/17/2018 0:00
4629,Account/Client Management,Male,Senior Leader,5,5,663,1,27,0,1/1/2018,2/21/2018,1,2/21/2018 0:00
4630,Account/Client Management,Male,Individual Contributor,4,3,120,26,47,0,1/1/2018,12/31/2018,0,
4631,Technology,Male,Individual Contributor,3,2,127,14,40,0,1/1/2018,12/31/2018,0,
4632,Account/Client Management,Male,Individual Contributor,3,2,195,4,32,0,1/1/2018,12/31/2018,0,
4633,Technology,Female,Individual Contributor,1,5,184,14,39,0,1/1/2018,10/3/2018,1,10/3/2018 0:00
4634,Technology,Female,Individual Contributor,5,3,163,15,44,0,1/1/2018,6/19/2018,1,6/19/2018 0:00
4635,Account/Client Management,Male,Manager,5,5,219,8,32,0,1/1/2018,12/31/2018,0,
4636,Account/Client Management,Male,Senior Leader,4,3,1268,18,45,0,1/1/2018,12/31/2018,0,
4637,Account/Client Management,Male,Manager,4,2,214,4,24,0,1/1/2018,12/31/2018,0,
4638,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,3,2,84,3,26,0,1/1/2018,12/31/2018,0,
4639,Technology,Male,Senior Leader,5,4,811,1,27,0,1/1/2018,12/31/2018,0,
4640,Account/Client Management,Female,Individual Contributor,4,4,122,3,31,1,1/1/2018,12/31/2018,0,
4641,Account/Client Management,Female,Senior Leader,4,3,1231,3,25,0,1/1/2018,12/31/2018,0,
4642,Account/Client Management,Female,Senior Leader,5,5,952,11,40,0,1/1/2018,12/31/2018,0,
4643,Technology,Male,Individual Contributor,4,3,173,8,32,0,1/1/2018,12/31/2018,0,
4644,"Corporate Admin (HR, Finance, etc)",Female,Senior Leader,4,4,809,19,33,0,1/1/2018,12/31/2018,0,
4645,Technology,Female,Executive,4,4,1214,4,29,0,1/1/2018,12/31/2018,0,
4646,Account/Client Management,Female,Manager,5,4,407,3,31,0,1/1/2018,12/31/2018,0,
4647,Account/Client Management,Male,Individual Contributor,3,2,196,1,30,0,1/1/2018,12/31/2018,0,
4648,Account/Client Management,Male,Individual Contributor,3,3,61,8,31,0,1/1/2018,12/31/2018,0,
4649,Technology,Male,Executive,4,4,5170,2,23,0,1/1/2018,12/31/2018,0,
4650,Account/Client Management,Male,Individual Contributor,5,1,97,54,61,0,1/1/2018,12/31/2018,0,
4651,Technology,Male,Individual Contributor,1,3,138,58,47,0,1/1/2018,12/31/2018,0,
4652,Account/Client Management,Male,Individual Contributor,4,1,133,1,25,0,1/1/2018,1/27/2018,1,1/27/2018 0:00
4653,Technology,Male,Manager,1,4,304,3,24,0,1/1/2018,2/22/2018,1,2/22/2018 0:00
4654,Technology,Male,Manager,4,2,312,5,34,0,1/1/2018,12/31/2018,0,
4655,Technology,Male,Individual Contributor,4,1,124,4,31,0,1/1/2018,12/31/2018,0,
4656,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,2,5,148,7,33,0,1/1/2018,12/31/2018,0,
4657,Account/Client Management,Male,Executive,4,2,2362,22,29,0,1/1/2018,12/31/2018,0,
4658,Technology,Male,Senior Leader,3,3,637,19,41,0,1/1/2018,12/31/2018,0,
4659,Account/Client Management,Female,Individual Contributor,4,3,179,2,31,0,1/1/2018,12/31/2018,0,
4660,Technology,Male,Executive,4,4,7967,1,25,0,1/1/2018,12/4/2018,1,12/4/2018 0:00
4661,Technology,Male,Executive,5,5,691,3,27,0,1/1/2018,10/17/2018,1,10/17/2018 0:00
4662,Account/Client Management,Female,Individual Contributor,4,2,81,46,25,1,1/1/2018,12/31/2018,0,
4663,Technology,Male,Manager,4,5,293,6,29,0,1/1/2018,12/31/2018,0,
4664,Technology,Male,Individual Contributor,4,2,157,23,51,0,1/1/2018,4/18/2018,1,4/18/2018 0:00
4665,Technology,Male,Manager,5,3,257,4,26,1,1/1/2018,12/31/2018,0,
4666,Technology,Female,Executive,4,3,2767,21,42,0,1/1/2018,12/31/2018,0,
4667,Account/Client Management,Male,Individual Contributor,2,2,153,29,54,0,1/1/2018,11/4/2018,1,11/4/2018 0:00
4668,Account/Client Management,Male,Individual Contributor,4,1,184,43,44,0,1/1/2018,1/27/2018,1,1/27/2018 0:00
4669,Technology,Male,Individual Contributor,3,4,186,12,38,0,1/1/2018,12/31/2018,0,
4670,Technology,Female,Individual Contributor,4,5,88,39,59,1,1/1/2018,12/31/2018,0,
4671,Technology,Female,Manager,3,4,388,20,45,0,1/1/2018,12/31/2018,0,
4672,Account/Client Management,Male,Individual Contributor,5,1,40,9,38,0,1/1/2018,12/31/2018,0,
4673,Technology,Female,Individual Contributor,4,1,138,2,25,0,1/1/2018,12/31/2018,0,
4674,Technology,Male,Individual Contributor,5,2,160,25,37,1,1/1/2018,12/31/2018,0,
4675,Technology,Female,Individual Contributor,3,5,183,38,64,0,1/1/2018,12/31/2018,0,
4676,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,4,2,175,3,23,1,1/1/2018,12/31/2018,0,
4677,"Corporate Admin (HR, Finance, etc)",Female,Senior Leader,3,4,911,4,25,0,1/1/2018,12/31/2018,0,
4678,Account/Client Management,Male,Senior Leader,4,5,912,10,24,0,1/1/2018,6/29/2018,1,6/29/2018 0:00
4679,Technology,Male,Individual Contributor,1,1,199,30,52,0,1/1/2018,5/25/2018,1,5/25/2018 0:00
4680,Account/Client Management,Female,Individual Contributor,3,2,107,3,26,0,1/1/2018,12/31/2018,0,
4681,Account/Client Management,Male,Senior Leader,3,4,697,40,47,0,1/1/2018,12/31/2018,0,
4682,Account/Client Management,Male,Manager,3,4,192,4,28,0,1/1/2018,12/31/2018,0,
4683,Technology,Female,Manager,3,2,253,5,30,0,1/1/2018,12/31/2018,0,
4684,Technology,Female,Senior Leader,4,4,849,7,33,0,1/1/2018,12/31/2018,0,
4685,Account/Client Management,Male,Manager,5,2,272,5,21,1,1/1/2018,12/31/2018,0,
4686,Technology,Female,Individual Contributor,5,2,106,7,21,1,1/1/2018,12/31/2018,0,
4687,Technology,Male,Individual Contributor,3,2,107,1,27,0,1/1/2018,12/31/2018,0,
4688,Technology,Male,Individual Contributor,2,3,80,41,48,0,1/1/2018,12/31/2018,0,
4689,Technology,Male,Individual Contributor,3,2,114,10,34,0,1/1/2018,12/31/2018,0,
4690,Technology,Male,Senior Leader,4,4,869,48,61,0,1/1/2018,12/31/2018,0,
4691,Account/Client Management,Female,Individual Contributor,4,5,178,50,26,0,1/1/2018,12/31/2018,0,
4692,Technology,Male,Individual Contributor,2,1,116,2,24,0,1/1/2018,6/1/2018,1,6/1/2018 0:00
4693,Account/Client Management,Male,Individual Contributor,4,1,172,1,27,1,1/1/2018,12/31/2018,0,
4694,Account/Client Management,Female,Individual Contributor,4,3,136,5,31,0,1/1/2018,12/31/2018,0,
4695,Technology,Female,Individual Contributor,3,3,199,5,34,0,1/1/2018,12/31/2018,0,
4696,Technology,Female,Individual Contributor,2,5,107,8,34,0,1/1/2018,12/31/2018,0,
4697,Technology,Male,Individual Contributor,5,2,111,4,25,0,1/1/2018,12/31/2018,0,
4698,Account/Client Management,Female,Individual Contributor,3,5,167,59,24,0,1/1/2018,12/31/2018,0,
4699,Account/Client Management,Male,Individual Contributor,5,5,85,10,31,0,1/1/2018,12/31/2018,0,
4700,Technology,Female,Manager,4,4,254,15,40,0,1/1/2018,12/31/2018,0,
4701,Technology,Male,Executive,4,5,6304,14,40,0,1/1/2018,12/31/2018,0,
4702,Technology,Male,Individual Contributor,3,1,54,9,23,0,1/1/2018,12/31/2018,0,
4703,Account/Client Management,Male,Manager,5,4,244,6,30,0,1/1/2018,12/31/2018,0,
4704,Technology,Male,Individual Contributor,4,5,198,38,60,0,1/1/2018,12/31/2018,0,
4705,Technology,Male,Individual Contributor,3,2,145,13,34,0,1/1/2018,3/12/2018,1,3/12/2018 0:00
4706,Account/Client Management,Male,Individual Contributor,5,2,85,14,24,0,1/1/2018,2/5/2018,1,2/5/2018 0:00
4707,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,5,2,156,59,35,0,1/1/2018,11/24/2018,1,11/24/2018 0:00
4708,"Corporate Admin (HR, Finance, etc)",Male,Manager,4,4,329,19,48,0,1/1/2018,12/31/2018,0,
4709,Technology,Male,Individual Contributor,3,2,162,33,21,0,1/1/2018,8/13/2018,1,8/13/2018 0:00
4710,Technology,Male,Senior Leader,4,2,551,2,28,0,1/1/2018,12/31/2018,0,
4711,Account/Client Management,Female,Individual Contributor,3,5,168,26,24,0,1/1/2018,12/31/2018,0,
4712,Technology,Male,Manager,3,5,337,3,29,0,1/1/2018,3/10/2018,1,3/10/2018 0:00
4713,Account/Client Management,Male,Manager,5,2,251,5,29,1,1/1/2018,12/31/2018,0,
4714,Technology,Female,Individual Contributor,3,3,181,48,61,0,1/1/2018,12/31/2018,0,
4715,Account/Client Management,Female,Manager,3,2,360,4,30,0,1/1/2018,9/2/2018,1,9/2/2018 0:00
4716,Technology,Female,Individual Contributor,3,2,120,7,21,0,1/1/2018,12/31/2018,0,
4717,Technology,Male,Individual Contributor,3,4,81,4,22,0,1/1/2018,12/31/2018,0,
4718,Account/Client Management,Male,Senior Leader,5,3,684,19,23,1,1/1/2018,12/31/2018,0,
4719,"Corporate Admin (HR, Finance, etc)",Male,Manager,5,1,239,5,27,0,1/1/2018,2/6/2018,1,2/6/2018 0:00
4720,Technology,Female,Manager,4,2,204,27,29,0,1/1/2018,12/31/2018,0,
4721,Account/Client Management,Male,Manager,3,1,223,15,26,0,1/1/2018,12/31/2018,0,
4722,Technology,Male,Individual Contributor,2,1,138,11,26,0,1/1/2018,5/12/2018,1,5/12/2018 0:00
4723,Account/Client Management,Male,Manager,3,2,286,5,33,0,1/1/2018,12/31/2018,0,
4724,Technology,Female,Individual Contributor,4,1,120,13,34,0,1/1/2018,6/20/2018,1,6/20/2018 0:00
4725,Technology,Male,Manager,5,2,257,23,44,1,1/1/2018,12/31/2018,0,
4726,Technology,Male,Manager,4,3,448,4,26,0,1/1/2018,12/31/2018,0,
4727,Technology,Male,Individual Contributor,2,2,119,22,21,0,1/1/2018,12/31/2018,0,
4728,Technology,Female,Executive,5,5,657,25,30,1,1/1/2018,12/31/2018,0,
4729,Technology,Female,Individual Contributor,4,3,120,33,22,0,1/1/2018,12/31/2018,0,
4730,Technology,Male,Manager,4,5,134,15,29,0,1/1/2018,12/31/2018,0,
4731,"Corporate Admin (HR, Finance, etc)",Male,Manager,5,1,304,4,26,0,1/1/2018,8/14/2018,1,8/14/2018 0:00
4732,Technology,Male,Individual Contributor,3,5,190,47,51,0,1/1/2018,12/31/2018,0,
4733,Technology,Male,Individual Contributor,5,2,181,3,27,0,1/1/2018,12/31/2018,0,
4734,Technology,Female,Manager,4,3,153,15,22,0,1/1/2018,12/31/2018,0,
4735,Technology,Female,Individual Contributor,4,2,159,43,49,0,1/1/2018,12/31/2018,0,
4736,Account/Client Management,Male,Individual Contributor,3,4,144,15,36,0,1/1/2018,12/31/2018,0,
4737,Technology,Female,Individual Contributor,3,4,82,9,31,0,1/1/2018,12/31/2018,0,
4738,Technology,Female,Individual Contributor,3,2,135,53,57,0,1/1/2018,12/31/2018,0,
4739,Technology,Male,Individual Contributor,3,4,50,14,27,0,1/1/2018,12/31/2018,0,
4740,Technology,Female,Executive,4,4,4754,1,29,0,1/1/2018,12/31/2018,0,
4741,Technology,Male,Senior Leader,3,4,714,38,48,0,1/1/2018,12/31/2018,0,
4742,Account/Client Management,Female,Manager,3,4,281,6,35,0,1/1/2018,12/31/2018,0,
4743,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,3,3,94,13,41,0,1/1/2018,12/31/2018,0,
4744,Account/Client Management,Female,Senior Leader,4,3,766,11,31,0,1/1/2018,12/31/2018,0,
4745,Technology,Male,Individual Contributor,4,4,91,11,35,0,1/1/2018,12/31/2018,0,
4746,Technology,Male,Individual Contributor,4,5,131,31,60,0,1/1/2018,12/31/2018,0,
4747,Technology,Male,Manager,5,3,175,29,42,0,1/1/2018,12/31/2018,0,
4748,Account/Client Management,Male,Individual Contributor,4,2,133,33,30,0,1/1/2018,12/31/2018,0,
4749,Account/Client Management,Female,Manager,4,2,357,5,29,0,1/1/2018,12/31/2018,0,
4750,Technology,Female,Manager,3,1,306,3,30,0,1/1/2018,12/31/2018,0,
4751,Technology,Male,Individual Contributor,4,5,92,2,31,0,1/1/2018,12/31/2018,0,
4752,Technology,Male,Senior Leader,5,5,476,6,33,1,1/1/2018,12/31/2018,0,
4753,Technology,Male,Executive,4,4,2782,14,22,0,1/1/2018,12/31/2018,0,
4754,Account/Client Management,Female,Individual Contributor,1,3,83,26,40,0,1/1/2018,8/18/2018,1,8/18/2018 0:00
4755,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,3,5,95,21,45,0,1/1/2018,12/31/2018,0,
4756,Technology,Female,Senior Leader,4,4,1140,4,28,0,1/1/2018,12/31/2018,0,
4757,Technology,Female,Individual Contributor,3,4,168,30,58,0,1/1/2018,12/31/2018,0,
4758,Technology,Female,Individual Contributor,3,2,38,37,35,0,1/1/2018,5/25/2018,1,5/25/2018 0:00
4759,Technology,Male,Individual Contributor,4,4,98,11,34,1,1/1/2018,12/31/2018,0,
4760,Technology,Male,Individual Contributor,4,2,116,4,27,0,1/1/2018,12/31/2018,0,
4761,"Corporate Admin (HR, Finance, etc)",Male,Senior Leader,5,1,899,31,59,0,1/1/2018,12/7/2018,1,12/7/2018 0:00
4762,Technology,Female,Individual Contributor,3,5,127,4,33,0,1/1/2018,12/31/2018,0,
4763,Technology,Female,Manager,4,2,148,17,27,0,1/1/2018,12/31/2018,0,
4764,Technology,Male,Manager,5,3,412,16,41,0,1/1/2018,12/31/2018,0,
4765,Technology,Female,Individual Contributor,3,5,56,1,24,0,1/1/2018,12/31/2018,0,
4766,Technology,Male,Manager,5,5,243,9,31,0,1/1/2018,12/31/2018,0,
4767,Account/Client Management,Female,Individual Contributor,5,5,153,49,63,0,1/1/2018,12/31/2018,0,
4768,Technology,Male,Individual Contributor,4,1,92,9,35,1,1/1/2018,12/31/2018,0,
4769,Technology,Male,Manager,3,1,101,4,29,0,1/1/2018,12/31/2018,0,
4770,Technology,Female,Individual Contributor,3,1,141,20,41,0,1/1/2018,12/31/2018,0,
4771,Technology,Female,Individual Contributor,5,1,141,9,33,0,1/1/2018,12/31/2018,0,
4772,Technology,Male,Individual Contributor,4,3,105,43,44,0,1/1/2018,10/11/2018,1,10/11/2018 0:00
4773,Account/Client Management,Male,Individual Contributor,2,5,195,45,55,0,1/1/2018,12/31/2018,0,
4774,Technology,Female,Manager,3,5,419,8,33,0,1/1/2018,12/31/2018,0,
4775,Technology,Female,Senior Leader,1,4,911,7,29,0,1/1/2018,12/31/2018,0,
4776,"Corporate Admin (HR, Finance, etc)",Female,Manager,4,1,229,6,32,0,1/1/2018,5/21/2018,1,5/21/2018 0:00
4777,Technology,Female,Manager,3,1,305,4,29,0,1/1/2018,10/29/2018,1,10/29/2018 0:00
4778,Technology,Male,Manager,2,5,223,9,33,0,1/1/2018,12/31/2018,0,
4779,Account/Client Management,Male,Senior Leader,4,5,665,10,33,0,1/1/2018,12/31/2018,0,
4780,Technology,Male,Individual Contributor,3,2,116,2,23,0,1/1/2018,12/31/2018,0,
4781,Account/Client Management,Male,Individual Contributor,4,1,105,57,33,0,1/1/2018,12/31/2018,0,
4782,Account/Client Management,Male,Individual Contributor,4,3,175,18,40,0,1/1/2018,12/31/2018,0,
4783,Account/Client Management,Male,Individual Contributor,3,2,67,30,57,1,1/1/2018,12/31/2018,0,
4784,"Corporate Admin (HR, Finance, etc)",Male,Senior Leader,4,5,968,18,44,0,1/1/2018,12/31/2018,0,
4785,Technology,Male,Individual Contributor,2,2,123,27,49,0,1/1/2018,7/6/2018,1,7/6/2018 0:00
4786,Technology,Male,Individual Contributor,3,3,76,12,35,0,1/1/2018,12/31/2018,0,
4787,Technology,Male,Executive,4,3,1415,24,48,0,1/1/2018,3/3/2018,1,3/3/2018 0:00
4788,Technology,Female,Senior Leader,4,4,511,32,55,0,1/1/2018,12/31/2018,0,
4789,Technology,Male,Manager,3,3,177,26,48,0,1/1/2018,12/31/2018,0,
4790,Account/Client Management,Male,Senior Leader,5,5,1320,10,22,0,1/1/2018,12/31/2018,0,
4791,Technology,Female,Individual Contributor,5,2,154,10,38,0,1/1/2018,11/1/2018,1,11/1/2018 0:00
4792,Account/Client Management,Male,Individual Contributor,4,1,44,6,28,0,1/1/2018,12/31/2018,0,
4793,Technology,Male,Individual Contributor,1,4,192,2,24,0,1/1/2018,2/8/2018,1,2/8/2018 0:00
4794,Account/Client Management,Male,Individual Contributor,4,2,134,1,23,0,1/1/2018,12/31/2018,0,
4795,Technology,Male,Manager,4,4,324,27,52,0,1/1/2018,12/31/2018,0,
4796,Technology,Male,Individual Contributor,5,4,144,11,31,0,1/1/2018,12/31/2018,0,
4797,Account/Client Management,Female,Individual Contributor,1,1,164,39,37,0,1/1/2018,12/31/2018,0,
4798,Technology,Female,Individual Contributor,3,3,120,18,46,0,1/1/2018,12/31/2018,0,
4799,"Corporate Admin (HR, Finance, etc)",Male,Executive,5,4,2382,16,39,0,1/1/2018,12/31/2018,0,
4800,Technology,Male,Manager,4,2,257,7,35,0,1/1/2018,12/31/2018,0,
4801,Technology,Female,Individual Contributor,3,2,67,48,54,0,1/1/2018,9/1/2018,1,9/1/2018 0:00
4802,Account/Client Management,Female,Senior Leader,4,4,854,1,30,0,1/1/2018,12/31/2018,0,
4803,Technology,Female,Executive,4,5,8508,16,44,0,1/1/2018,12/31/2018,0,
4804,Technology,Male,Individual Contributor,1,3,69,21,47,0,1/1/2018,12/31/2018,0,
4805,Account/Client Management,Male,Individual Contributor,3,3,119,31,36,0,1/1/2018,12/31/2018,0,
4806,Account/Client Management,Female,Senior Leader,4,5,940,5,26,0,1/1/2018,12/31/2018,0,
4807,Technology,Male,Individual Contributor,4,5,139,15,23,1,1/1/2018,12/31/2018,0,
4808,Account/Client Management,Male,Individual Contributor,4,5,75,6,32,0,1/1/2018,12/31/2018,0,
4809,Technology,Male,Individual Contributor,5,2,140,7,32,0,1/1/2018,12/31/2018,0,
4810,Technology,Male,Manager,5,1,423,4,26,0,1/1/2018,6/2/2018,1,6/2/2018 0:00
4811,Technology,Male,Manager,1,4,279,1,23,0,1/1/2018,12/31/2018,0,
4812,Technology,Male,Manager,3,5,357,23,41,0,1/1/2018,12/31/2018,0,
4813,Technology,Female,Manager,4,1,176,8,32,0,1/1/2018,12/31/2018,0,
4814,Technology,Female,Individual Contributor,3,1,183,10,39,0,1/1/2018,12/31/2018,0,
4815,Technology,Male,Manager,3,5,236,7,30,0,1/1/2018,12/31/2018,0,
4816,Technology,Female,Individual Contributor,5,1,170,12,40,1,1/1/2018,12/31/2018,0,
4817,Technology,Female,Individual Contributor,4,1,46,4,32,0,1/1/2018,12/31/2018,0,
4818,Account/Client Management,Male,Individual Contributor,4,3,196,31,40,0,1/1/2018,12/31/2018,0,
4819,Technology,Female,Manager,3,2,316,3,25,0,1/1/2018,12/20/2018,1,12/20/2018 0:00
